,CRRA,DiscFac,RiskyAvg,RiskyStd,PermShkStd,TranShkStd,solved,linear_root,cons_at_root,share_at_root,srle1
481,5.0,0.95,1.06,0.3,0.1,0.1,1,74.7126062678446,2.1528184182763694,0.2648076073122742,1.0000536867695282
482,5.0,0.95,1.06,0.3,0.1,0.2,1,74.72811961081536,2.1524754633452052,0.2646711238546716,1.0000536867695282
483,5.0,0.95,1.06,0.3,0.2,0.0,1,91.96345480258171,2.0896694976802994,0.20207852718173208,1.0000536867695282
484,5.0,0.95,1.06,0.3,0.2,0.1,1,91.96413955028889,2.089602370762711,0.20206438713079602,1.0000536867695282
485,5.0,0.95,1.06,0.3,0.2,0.2,1,91.9662337683295,2.089400092367094,0.20202171004248484,1.0000536867695282
486,6.0,0.85,1.04,0.1,0.0,0.0,1,1.7308606166708655,1.0281100237181102,1.0,0.9993328523894356
487,6.0,0.85,1.04,0.1,0.0,0.1,1,1.7591092584227852,1.0291965099393379,1.0,0.9993328523894356
488,6.0,0.85,1.04,0.1,0.0,0.2,1,1.8487611106263595,1.0326446581010138,1.0,0.9993328523894356
489,6.0,0.85,1.04,0.1,0.1,0.0,1,4.368839956010541,1.129570767538867,1.0,0.9993328523894356
490,6.0,0.85,1.04,0.1,0.1,0.1,1,4.422936235443788,1.1316513936709152,1.0,0.9993328523894356
491,6.0,0.85,1.04,0.1,0.1,0.2,1,4.586248573353205,1.137932637436662,1.0,0.9993328523894356
492,6.0,0.85,1.04,0.1,0.2,0.0,1,39.443739386605635,2.4786053610232908,1.0,0.9993328523894356
493,6.0,0.85,1.04,0.1,0.2,0.1,1,39.490507808847525,2.4804041464941347,1.0,0.9993328523894356
494,6.0,0.85,1.04,0.1,0.2,0.2,1,39.63070099040239,2.48579619193855,1.0,0.9993328523894356
495,6.0,0.85,1.04,0.2,0.0,0.0,1,1.738386523786706,1.0271719326542021,0.9550564390035755,0.9993328523894356
496,6.0,0.85,1.04,0.2,0.0,0.1,1,1.7664899965658531,1.0283593259373576,0.9604260001196026,0.9993328523894356
497,6.0,0.85,1.04,0.2,0.0,0.2,1,1.8548656549204559,1.0317595399303987,0.9645980835653122,0.9993328523894356
498,6.0,0.85,1.04,0.2,0.1,0.0,1,4.936764488879457,1.1514140188030564,1.0,0.9993328523894356
499,6.0,0.85,1.04,0.2,0.1,0.1,1,5.034869662632381,1.1551872947166306,1.0,0.9993328523894356
500,6.0,0.85,1.04,0.2,0.1,0.2,1,5.231083933141132,1.1608825942720136,0.9881834025912628,0.9993328523894356
501,6.0,0.85,1.04,0.2,0.2,0.0,1,19.9858043075272,1.2451700775142824,0.32706976460214426,0.9993328523894356
502,6.0,0.85,1.04,0.2,0.2,0.1,1,19.99394405289644,1.2451438798338148,0.3268921581863811,0.9993328523894356
503,6.0,0.85,1.04,0.2,0.2,0.2,1,20.01832968633046,1.2450607846728983,0.3263545785180444,0.9993328523894356
504,6.0,0.85,1.04,0.3,0.0,0.0,1,1.6738272346481793,1.0112966671343382,0.4262075022690828,0.9993328523894356
505,6.0,0.85,1.04,0.3,0.0,0.1,1,1.6975343755947756,1.0118026406102272,0.4301985732568842,0.9993328523894356
506,6.0,0.85,1.04,0.3,0.0,0.2,1,1.7727117090337396,1.013255762539847,0.4363234746390171,0.9993328523894356
507,6.0,0.85,1.04,0.3,0.1,0.0,1,3.773838722815482,1.0690384553547911,0.6381998524184641,0.9993328523894356
508,6.0,0.85,1.04,0.3,0.1,0.1,1,3.804428389784937,1.068746218319448,0.6282932044495712,0.9993328523894356
509,6.0,0.85,1.04,0.3,0.1,0.2,1,3.8980173273324614,1.0678947862221466,0.5997858491566738,0.9993328523894356
510,6.0,0.85,1.04,0.3,0.2,0.0,1,17.715595110519658,1.1016528859898966,0.15296912229350237,0.9993328523894356
511,6.0,0.85,1.04,0.3,0.2,0.1,1,17.72407285852714,1.101640393336137,0.15287197741324016,0.9993328523894356
512,6.0,0.85,1.04,0.3,0.2,0.2,1,17.74972767570295,1.1016057842090812,0.15258330290681052,0.9993328523894356
513,6.0,0.85,1.05,0.1,0.0,0.0,1,1.7622446370554659,1.036297363669308,1.0,0.9993328523894356
514,6.0,0.85,1.05,0.1,0.0,0.1,1,1.7924579179840627,1.0377360913325744,1.0,0.9993328523894356
515,6.0,0.85,1.05,0.1,0.0,0.2,1,1.8897931528996823,1.0423711025190325,1.0,0.9993328523894356
516,6.0,0.85,1.05,0.1,0.1,0.0,1,4.886919697392326,1.1850914141615398,1.0,0.9993328523894356
517,6.0,0.85,1.05,0.1,0.1,0.1,1,4.950474494407737,1.1881178330670354,1.0,0.9993328523894356
518,6.0,0.85,1.05,0.1,0.1,0.2,1,5.141691887515745,1.1972234232150354,1.0,0.9993328523894356
519,6.0,0.85,1.05,0.1,0.2,0.0,1,45.12780156228686,3.101323883918422,1.0,0.9993328523894356
520,6.0,0.85,1.05,0.1,0.2,0.1,1,45.19989526387317,3.1047569173272898,1.0,0.9993328523894356
521,6.0,0.85,1.05,0.1,0.2,0.2,1,45.41586476359399,3.115041179218763,1.0,0.9993328523894356
522,6.0,0.85,1.05,0.2,0.0,0.0,1,1.7765264984416425,1.036977452306745,1.0,0.9993328523894356
523,6.0,0.85,1.05,0.2,0.0,0.1,1,1.8068318425834027,1.038420563932543,1.0,0.9993328523894356
524,6.0,0.85,1.05,0.2,0.0,0.2,1,1.9037113525080127,1.0430338739289529,1.0,0.9993328523894356
525,6.0,0.85,1.05,0.2,0.1,0.0,1,6.689433252314446,1.2709253929673554,1.0,0.9993328523894356
526,6.0,0.85,1.05,0.2,0.1,0.1,1,6.859277013056846,1.2787449885678626,0.9990121038264117,0.9993328523894356
527,6.0,0.85,1.05,0.2,0.1,0.2,1,7.005556227014866,1.282005275014218,0.9854621651062924,0.9993328523894356
528,6.0,0.85,1.05,0.2,0.2,0.0,1,23.049108771316888,1.4306458672119422,0.39842064872873667,0.9993328523894356
529,6.0,0.85,1.05,0.2,0.2,0.1,1,23.05641035174004,1.4305916639404799,0.39823502757627777,0.9993328523894356
530,6.0,0.85,1.05,0.2,0.2,0.2,1,23.078751865468067,1.4304370658077132,0.39767830061595066,0.9993328523894356
531,6.0,0.85,1.05,0.3,0.0,0.0,1,1.7037808339688139,1.0186404321633855,0.543999960801126,0.9993328523894356
532,6.0,0.85,1.05,0.3,0.0,0.1,1,1.729118699601704,1.0194658769741107,0.5485737874447495,0.9993328523894356
533,6.0,0.85,1.05,0.3,0.0,0.2,1,1.8101247732449477,1.0217912496120163,0.5528403138488511,0.9993328523894356
534,6.0,0.85,1.05,0.3,0.1,0.0,1,4.394266275531835,1.113303295513349,0.6907498416446654,0.9993328523894356
