,"('aLvl_mean', 'CRRA: 3.33, DiscFac: 0.95')","('aLvl_mean', 'CRRA: 3.33, DiscFac: 0.97')","('aLvl_mean', 'CRRA: 6.0, DiscFac: 0.95')","('aLvl_mean', 'CRRA: 6.0, DiscFac: 0.97')","('aLvl_mean', 'CRRA: 8.67, DiscFac: 0.95')","('aLvl_mean', 'CRRA: 8.67, DiscFac: 0.97')","('aLvl_std', 'CRRA: 3.33, DiscFac: 0.95')","('aLvl_std', 'CRRA: 3.33, DiscFac: 0.97')","('aLvl_std', 'CRRA: 6.0, DiscFac: 0.95')","('aLvl_std', 'CRRA: 6.0, DiscFac: 0.97')","('aLvl_std', 'CRRA: 8.67, DiscFac: 0.95')","('aLvl_std', 'CRRA: 8.67, DiscFac: 0.97')",attention,ror_volatility
0,0.9456346444390503,0.9568373234759588,1.172589831053463,1.0395764821085671,1.3430755828307117,1.3479059428557683,0.023429848571961655,0.012987228143011266,0.025043894288941555,0.2443512499926876,0.044141595008138884,0.04049866454127743,0.0,0.01096564307451073
1,0.9470901054328571,0.9827177666421008,1.1496465223612482,1.179574082554583,1.3389700259449082,1.104503803801474,0.025316097576396013,0.01659893951142757,0.0672253883015521,0.044782693182375426,0.0675461620074538,0.5151212071650576,0.0,0.011652735694120819
2,1.0146634012757434,1.0834169121645902,1.4482454368369573,1.4740095167979166,1.6463590240823371,1.678644797557426,0.1311291846436821,0.016958723666778256,0.02119320728239395,0.050264283067026586,0.033717521893825965,0.0234756247108486,0.0,0.010728983753198534
3,1.0009171859645303,0.8724444667025646,1.0499613356363477,1.2889729009373392,1.493032387588951,1.4503486271720856,0.025278700395001498,0.30797931091120107,0.4586806616817702,0.037676460959079144,0.04697475578304801,0.08140920550056037,0.0,0.011374559444346103
4,1.134655534720053,1.171000095722912,1.742613461677897,1.645384173285128,1.944615336756317,1.943551640158771,0.023397015754669244,0.036162538288300884,0.061692332270060164,0.05536467324853585,0.04395735997362442,0.0743332117396602,0.0,0.01163659213559512
5,0.936399254467674,0.9579054120343976,1.1011968107058911,1.154398108518976,1.383197535240806,1.2872790419728066,0.033784808623623784,0.02607336284753111,0.033148176490376456,0.060941277057892734,0.13967053921377104,0.05692911091794111,0.0,0.010547640051048609
6,1.0109368227709714,1.032248783309877,1.1944174826276637,1.3115324175196306,1.3371383566087354,1.5185357545042324,0.015178942649353896,0.013951301783399199,0.1931037759539582,0.030606072077312113,0.3914582199209494,0.025447218844804966,0.0,0.011345862717478937
7,0.8682035678792429,1.0246528288421024,1.3192021018490176,1.3316631052006034,1.5355986555063788,1.5199261157164852,0.3339250261819559,0.021742035620800557,0.007189679963696667,0.02793843435420743,0.04049730713776397,0.04398033322963591,0.0,0.01311868727781501
8,1.2037673861716613,1.2368834446619368,1.7747962964036315,1.7195007814973544,2.120080602479323,2.171188697761857,0.08323395895237816,0.0605266148520636,0.1305895305612969,0.12411817564285553,0.18183196553388734,0.13482829824053527,0.0,0.011272589366275418
9,1.023233129037501,1.0783647650031434,1.331097143631348,1.3739775493980237,1.5499197345473932,1.5502217625650843,0.015687380069878368,0.08288561845467979,0.015015166929810031,0.11121152981078015,0.017061345791740515,0.017704124236100374,0.0,0.014130393333115238
10,0.9916889092314467,1.0347325117379846,1.2587676547072233,1.2708085846264783,1.4452258846615276,1.4635446214106445,0.01607496791800248,0.08534164993088263,0.012100143301388068,0.014767108837607693,0.013830277150002167,0.026945384704752974,0.0,0.011405742156730707
11,0.9772353258887929,0.9962994515516315,1.2240093657624929,1.245569444084836,1.4174629848331644,1.4048906716208778,0.01430563928817128,0.014211523602258422,0.029448005875566747,0.007280806695332672,0.04081826491946595,0.031016637292735953,0.0,0.012085780360068635
12,1.0765011988417073,1.1183566785597345,1.51959571004998,1.5447807799934554,1.8139982343078853,1.853984821996816,0.022598785457608104,0.03002367749169116,0.0863521514161983,0.020170411662270415,0.09581432213644105,0.07155396585701744,0.0,0.012504522049026039
13,1.0786158393483474,1.095150337646269,1.2892727245467186,1.46586888155541,1.6986065163101565,1.7112050805212111,0.015766465239309645,0.008895291822644263,0.40278521339792533,0.010627566517888149,0.045686172442643856,0.03867011038185443,0.0,0.011896798186141744
14,0.9848612164070663,1.0127624074012322,1.2549792090228045,1.2583069137040173,1.4322193836007386,1.4185436281071018,0.02321824425867069,0.008639116024341281,0.021693195178439942,0.04660505092495142,0.05084035456855234,0.026989458121545858,0.0,0.01097669499029029
15,1.1019385393513517,1.1431668320206043,1.5704757253940609,1.5274209033762416,1.7506324358359517,1.7588905212172605,0.030240130417794397,0.023144711024162698,0.08268389121707197,0.08491243401036846,0.04101467252077874,0.05995702904902213,0.0,0.012072014982943432
16,0.9598047027965866,0.8059401566838172,1.117923732634295,1.1128338467642604,1.174244100164884,1.2309860530924537,0.0236478020037835,0.3553969985436562,0.06244145998094798,0.07559981982347791,0.22938140573449897,0.2592251290346182,0.0,0.012849697382124384
17,0.9550158720453912,0.9716616269558024,0.9639530540335031,1.181392369156923,1.2235863896213153,1.3726173264396655,0.015389606773265329,0.01041964525833901,0.44323401178938593,0.009237750492407838,0.257965322916853,0.0170235432406122,0.0,0.01152776236804525
18,1.004043254978533,1.0086704329512044,1.297724690581584,1.286099036105922,1.2579565734605254,1.5157645554631995,0.017014814641176858,0.014884466420191443,0.046920486677543956,0.019535798817239537,0.5226388325278882,0.043933727840696636,0.0,0.012501284586139519
19,1.0005840643401434,1.0525811921320245,1.285391588405456,1.2583414891671456,1.4576865686414742,1.5021945852264704,0.012411749709690079,0.07878096113767545,0.02289811905569563,0.019502941439800865,0.03508856886539267,0.013863658338634498,0.0,0.012939765997170335
20,0.8984316260520755,1.0298489127858268,1.3343087714027388,1.3463433887207321,1.5315660865525458,1.5287192156160874,0.24034033147651515,0.01385873776044202,0.02570787652949171,0.035383754714022414,0.015705743862829517,0.03175913077502304,0.0,0.01205620504843987
21,1.0364972192831803,1.1631946731236402,1.4001367961931332,1.205072965289423,1.6084015568984813,1.6278745148028027,0.012055646209966152,0.20557973917348876,0.02374964945536938,0.4213810883806233,0.027430945157291484,0.024799829752267924,0.0,0.01268285113458491
22,0.9490432535800466,0.9746165418002795,1.0552512997292294,1.04498490795427,1.321554760503958,1.3438256849756096,0.014763097414101645,0.024845565732425013,0.3428358378564185,0.17625699217498192,0.029245671796087825,0.047052676736884284,0.0,0.012214179463562676
23,0.9271154151825172,0.8578487028801746,1.1537730220841074,1.013956258836957,1.3088852243794402,1.2785161190881957,0.01566641065112147,0.23668254215133602,0.03447090487937971,0.28423751510882617,0.027930053378425548,0.03220071703781976,0.0,0.011464160998213515
24,0.9092584449843433,1.1082820254285337,1.373027517065914,1.512493131331783,1.6662322808177663,1.6816364489128888,0.3605778924258405,0.018073817903789445,0.20721548262119233,0.02064451853337935,0.024348305341378454,0.04619279582421465,0.0,0.013659131008986226
25,1.0426756901008354,1.0683993307506336,1.3936193571119688,1.2110259329097588,1.6579087576356746,1.6540670223823597,0.010027078624552946,0.015780317596761947,0.03482635635217822,0.4526916874271475,0.028625352841863412,0.031788129847395805,0.0,0.012998669433317291
26,0.9739097016318752,0.9935261750219102,1.1883030212489465,1.1914185357205218,1.353640323247298,1.4001863518288866,0.012837947516050727,0.02141474937692067,0.03555722799717783,0.012567115694013014,0.015401787641384305,0.015782278224655142,0.0,0.01301260091019975
27,0.9165251746149092,0.7773728572138257,1.0552630779756396,1.065050541118506,1.2029162344223665,1.203806372856122,0.02697597357035756,0.33483324148595256,0.07291380171289877,0.03600629483452615,0.052428455575407686,0.06521949040206991,0.0,0.0134323160865023
28,0.9952923613322495,1.0100426452155724,1.2426368649067125,1.2605841724695719,1.4374314303514661,1.4587415707846418,0.006945246662113922,0.009299532379401962,0.02636398376919373,0.03732177593462903,0.022577796280297137,0.01792906683943044,0.0,0.012036252551026196
29,0.9860161115209033,1.084418509826612,1.3990683818003344,1.4322058235600694,1.3668715992867653,1.6219734838038782,0.13503579884695643,0.02273398554715335,0.040202779595013026,0.03436982749792841,0.5969406461222104,0.047639266273300174,0.0,0.014004260685120026
30,0.9555440174920994,0.9710537330903755,1.1520665915121477,1.1684694964264777,1.266830212961032,1.2698641937824418,0.014927434539163502,0.013697811072044175,0.022043857047913226,0.030697436408985226,0.010394366317476329,0.01610442814289644,0.0,0.011762738652771998
31,0.9866618251702499,1.0076051916072668,1.2667030498227017,1.2550060933253162,1.408282581324442,1.436867420436673,0.00964526853723073,0.0076597455848910895,0.014348290637134725,0.018800876714833936,0.012686948514245573,0.028886905112289994,0.0,0.01070502102813993
32,1.0420951492887922,0.9972696489490689,1.3612613978335877,1.4046557458759303,1.3817128035753956,1.5860011030932246,0.02156004273712478,0.15846417963890672,0.01381733472644513,0.0266705540132232,0.5003319092567021,0.05285806555866347,0.0,0.010789873153369755
33,0.9979131679867864,1.020840318353137,1.259184667668498,1.2594863332435982,1.4523463664096876,1.485983262746082,0.022539401994907227,0.003658614957862232,0.019870022891637494,0.020611418522384788,0.0035494262024460296,0.07570389021364154,0.0,0.010570498441190599
34,1.0756525231609373,1.0984137143350767,1.4454239196718635,1.4855269916648577,1.5875257678029848,1.802242253616317,0.028078288820362642,0.023893871705249373,0.0674271782931166,0.059301827474048927,0.2996743504250096,0.07876787083529262,0.0,0.010912464754430702
35,1.0218931430144382,1.0434699955478752,1.333394611197059,1.2981879399782703,1.5801229877033904,1.6115884148081165,0.02394859713552522,0.010025128593560686,0.023296052652859937,0.2187064763363026,0.03152133423542293,0.029157859394310284,0.0,0.009974775646873817
36,1.0138785016641867,1.0149916922151565,1.3257298332186762,1.3109415567706746,1.5051371494166148,1.6094018488566164,0.0313312670811872,0.029635440606066477,0.05430040624256587,0.06409128940366017,0.04968653792873831,0.14173307170626379,0.0,0.012119960194946874
37,0.9814873770559555,1.0005712590246483,1.2409691719553964,1.2808551466355529,1.2899347001487433,1.4447248418118002,0.016035862720411295,0.017142295016016874,0.029856366531231398,0.025252247717222596,0.43829877791043237,0.07073031551786228,0.0,0.012547496513743421
38,0.9820979026549894,1.0079118435474683,1.2327657118558997,1.2315794752874283,1.4085692578768316,1.4159061960866173,0.011164935325422681,0.02772317788500234,0.016734026760845882,0.013564912970224132,0.01980540430730225,0.020296758503063464,0.0,0.012431318625587235
