ORDER ID, HON1, HON2, ACCOUNT, BUYSELL, FUNCCODE, PRICE, QUANTITY, TIME, CONFTIME, CTI, ASKPRICE, ASKQUANTITY, BIDPRICE, BIDQUANTITY, EXCHANGE, MAX SHOW FLAG, MATCH NUMBER, TRANSACTION ID, 
320, 1, -, 8274, 2, 001, 1101.75, 5, 25:23, 25:23, 2, 1101.75, 0, 1101.25, 0, OFR, -, -, 645, 
321, 1, -, 8274, 2, 001, 1101.5, 5, 25:23, 25:23, 2, 1101.5, 0, 1101.25, 0, OFR, -, -, 646, 
322, 1, -, 8274, 1, 001, 1100, 5, 25:23, 25:23, 2, 1101.5, 0, 1101.25, 0, OFR, -, -, 647, 
323, 1, -, 8274, 1, 001, 1099.75, 5, 25:23, 25:23, 2, 1101.5, 0, 1101.25, 0, OFR, -, -, 648, 
324, 1, -, 8274, 1, 001, 1099.5, 5, 25:23, 25:23, 2, 1101.5, 0, 1101.25, 0, OFR, -, -, 649, 
325, 1, -, 8582, 2, 001, 1100, 15, 25:46, 25:46, 1, 1100, 0, 1101.25, 0, OFR, -, -, 650, 
305, 1, -, 198, 1, 105, 1101.25, 15, 25:46, 25:46, 1, 1101.5, 0, 1101, 0, OFR, -, 41, 651, 
325, 1, -, 8582, 2, 105, 1101.25, 15, 25:46, 25:46, 1, 1101.5, 0, 1101, 0, OFR, -, 41, 652, 
326, 1, -, 134, 1, 001, 1099.5, 30, 25:57, 25:57, 1, 1101.5, 0, 1101, 0, OFR, -, -, 653, 
327, 1, -, 3901, 1, 001, 1102.5, 25, 26:25, 26:25, 1, 1101.5, 0, 1102.5, 0, OFR, -, -, 654, 
327, 1, -, 3901, 1, 105, 1101.5, 5, 26:25, 26:25, 1, 1101.75, 0, 1102.5, 0, OFR, -, 42, 655, 
321, 1, -, 8274, 2, 105, 1101.5, 5, 26:25, 26:25, 2, 1101.75, 0, 1102.5, 0, OFR, -, 42, 656, 
327, 1, -, 3901, 1, 105, 1101.75, 5, 26:25, 26:25, 1, 1102, 0, 1102.5, 0, OFR, -, 43, 657, 
320, 1, -, 8274, 2, 105, 1101.75, 5, 26:25, 26:25, 2, 1102, 0, 1102.5, 0, OFR, -, 43, 658, 
327, 1, -, 3901, 1, 105, 1102, 5, 26:25, 26:25, 1, 1102.25, 0, 1102.5, 0, OFR, -, 44, 659, 
319, 1, -, 8274, 2, 105, 1102, 5, 26:25, 26:25, 2, 1102.25, 0, 1102.5, 0, OFR, -, 44, 660, 
327, 1, -, 3901, 1, 105, 1102.25, 5, 26:25, 26:25, 1, 1102.5, 0, 1102.5, 0, OFR, -, 45, 661, 
312, 1, -, 8274, 2, 105, 1102.25, 5, 26:25, 26:25, 2, 1102.5, 0, 1102.5, 0, OFR, -, 45, 662, 
327, 1, -, 3901, 1, 105, 1102.5, 5, 26:25, 26:25, 1, 1102.75, 0, 1101, 0, OFR, -, 46, 663, 
311, 1, -, 8274, 2, 105, 1102.5, 5, 26:25, 26:25, 2, 1102.75, 0, 1101, 0, OFR, -, 46, 664, 
309, 2, 1, 8274, 2, 002, 1103, 4, 26:26, 26:26, 2, 1102.75, 0, 1101, 0, OFR, -, -, 665, 
310, 2, 1, 8274, 2, 002, 1102.75, 4, 26:26, 26:26, 2, 1102.75, 0, 1101, 0, OFR, -, -, 666, 
316, 1, -, 8274, 1, 003, 1100.5, 5, 26:26, 26:26, 2, 1102.75, 0, 1101, 0, OFR, -, -, 667, 
317, 1, -, 8274, 1, 003, 1100.25, 5, 26:26, 26:26, 2, 1102.75, 0, 1101, 0, OFR, -, -, 668, 
322, 1, -, 8274, 1, 003, 1100, 5, 26:26, 26:26, 2, 1102.75, 0, 1101, 0, OFR, -, -, 669, 
323, 1, -, 8274, 1, 003, 1099.75, 5, 26:26, 26:26, 2, 1102.75, 0, 1101, 0, OFR, -, -, 670, 
324, 1, -, 8274, 1, 003, 1099.5, 5, 26:26, 26:26, 2, 1102.75, 0, 1101, 0, OFR, -, -, 671, 
330, 1, -, 8274, 2, 001, 1104.25, 4, 26:26, 26:26, 2, 1102.75, 0, 1101, 0, OFR, -, -, 672, 
331, 1, -, 8274, 2, 001, 1104, 4, 26:26, 26:26, 2, 1102.75, 0, 1101, 0, OFR, -, -, 673, 
332, 1, -, 8274, 2, 001, 1103.75, 4, 26:26, 26:26, 2, 1102.75, 0, 1101, 0, OFR, -, -, 674, 
333, 1, -, 8274, 2, 001, 1103.5, 4, 26:26, 26:26, 2, 1102.75, 0, 1101, 0, OFR, -, -, 675, 
334, 1, -, 8274, 2, 001, 1103.25, 4, 26:26, 26:26, 2, 1102.75, 0, 1101, 0, OFR, -, -, 676, 
335, 1, -, 8274, 1, 001, 1102.25, 5, 26:26, 26:26, 2, 1102.75, 0, 1102.25, 0, OFR, -, -, 677, 
336, 1, -, 8274, 1, 001, 1102, 5, 26:26, 26:26, 2, 1102.75, 0, 1102.25, 0, OFR, -, -, 678, 
337, 1, -, 8274, 1, 001, 1101.75, 5, 26:26, 26:26, 2, 1102.75, 0, 1102.25, 0, OFR, -, -, 679, 
338, 1, -, 8274, 1, 001, 1101.5, 5, 26:26, 26:26, 2, 1102.75, 0, 1102.25, 0, OFR, -, -, 680, 
339, 1, -, 8274, 1, 001, 1101.25, 5, 26:26, 26:26, 2, 1102.75, 0, 1102.25, 0, OFR, -, -, 681, 
340, 1, -, 4938, 1, 001, 1101.5, 20, 26:27, 26:27, 1, 1102.75, 0, 1102.25, 0, OFR, -, -, 682, 
302, 1, -, 9373, 1, 003, 1103.5, 25, 26:52, 26:52, 1, 1102.75, 0, 1102.25, 0, OFR, -, -, 683, 
341, 1, -, 9373, 2, 001, 1104, 15, 26:52, 26:52, 1, 1102.75, 0, 1102.25, 0, OFR, -, -, 684, 
303, 1, -, 9721, 1, 003, 1100.75, 5, 27:11, 27:11, 1, 1102.75, 0, 1102.25, 0, OFR, -, -, 685, 
342, 1, -, 9721, 1, 001, 1101.75, 15, 27:11, 27:11, 1, 1102.75, 0, 1102.25, 0, OFR, -, -, 686, 
343, 1, -, 350, 2, 001, 1102.75, 5, 28:14, 28:14, 1, 1102.75, 0, 1102.25, 0, OFR, -, -, 687, 
344, 1, -, 198, 1, 001, 1103.75, 5, 28:25, 28:25, 1, 1102.75, 0, 1103.75, 0, OFR, -, -, 688, 
344, 1, -, 198, 1, 105, 1102.75, 4, 28:25, 28:25, 1, 1102.75, 0, 1103.75, 0, OFR, -, 47, 689, 
310, 2, 1, 8274, 2, 105, 1102.75, 4, 28:25, 28:25, 2, 1102.75, 0, 1103.75, 0, OFR, -, 47, 690, 
344, 1, -, 198, 1, 105, 1102.75, 1, 28:25, 28:25, 1, 1102.75, 0, 1102.25, 0, OFR, -, 48, 691, 
343, 1, -, 350, 2, 105, 1102.75, 1, 28:25, 28:25, 1, 1102.75, 0, 1102.25, 0, OFR, -, 48, 692, 
315, 1, -, 8274, 1, 003, 1100.75, 5, 28:31, 28:31, 2, 1102.75, 0, 1102.25, 0, OFR, -, -, 693, 
345, 1, -, 8274, 2, 001, 1104.5, 4, 28:31, 28:31, 2, 1102.75, 0, 1102.25, 0, OFR, -, -, 694, 
346, 1, -, 8274, 1, 001, 1102.5, 5, 28:31, 28:31, 2, 1102.75, 0, 1102.5, 0, OFR, -, -, 695, 
347, 1, -, 1797, 2, 001, 1101.5, 15, 29:20, 29:20, 1, 1101.5, 0, 1102.5, 0, OFR, -, -, 696, 
346, 1, -, 8274, 1, 105, 1102.5, 5, 29:20, 29:20, 2, 1101.5, 0, 1102.25, 0, OFR, -, 49, 697, 
347, 1, -, 1797, 2, 105, 1102.5, 5, 29:20, 29:20, 1, 1101.5, 0, 1102.25, 0, OFR, -, 49, 698, 
335, 1, -, 8274, 1, 105, 1102.25, 5, 29:20, 29:20, 2, 1101.5, 0, 1102, 0, OFR, -, 50, 699, 
347, 1, -, 1797, 2, 105, 1102.25, 5, 29:20, 29:20, 1, 1101.5, 0, 1102, 0, OFR, -, 50, 700, 
336, 1, -, 8274, 1, 105, 1102, 5, 29:20, 29:20, 2, 1102.75, 0, 1101.75, 0, OFR, -, 51, 701, 
347, 1, -, 1797, 2, 105, 1102, 5, 29:20, 29:20, 1, 1102.75, 0, 1101.75, 0, OFR, -, 51, 702, 
309, 3, 2, 8274, 2, 002, 1103, 5, 29:35, 29:35, 2, 1102.75, 0, 1101.75, 0, OFR, -, -, 703, 
330, 1, -, 8274, 2, 003, 1104.25, 4, 29:35, 29:35, 2, 1102.75, 0, 1101.75, 0, OFR, -, -, 704, 
331, 1, -, 8274, 2, 003, 1104, 4, 29:35, 29:35, 2, 1102.75, 0, 1101.75, 0, OFR, -, -, 705, 
332, 2, 1, 8274, 2, 002, 1103.75, 5, 29:35, 29:35, 2, 1102.75, 0, 1101.75, 0, OFR, -, -, 706, 
333, 2, 1, 8274, 2, 002, 1103.5, 5, 29:35, 29:35, 2, 1102.75, 0, 1101.75, 0, OFR, -, -, 707, 
334, 2, 1, 8274, 2, 002, 1103.25, 5, 29:35, 29:35, 2, 1102.75, 0, 1101.75, 0, OFR, -, -, 708, 
345, 1, -, 8274, 2, 003, 1104.5, 4, 29:35, 29:35, 2, 1102.75, 0, 1101.75, 0, OFR, -, -, 709, 
352, 1, -, 8274, 2, 001, 1102.75, 5, 29:35, 29:35, 2, 1102.75, 0, 1101.75, 0, OFR, -, -, 710, 
353, 1, -, 8274, 2, 001, 1102.5, 5, 29:35, 29:35, 2, 1102.5, 0, 1101.75, 0, OFR, -, -, 711, 
354, 1, -, 8274, 2, 001, 1102.25, 5, 29:35, 29:35, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 712, 
355, 1, -, 8274, 1, 001, 1100.75, 5, 29:35, 29:35, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 713, 
356, 1, -, 8274, 1, 001, 1100.5, 5, 29:35, 29:35, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 714, 
357, 1, -, 8274, 1, 001, 1100.25, 5, 29:35, 29:35, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 715, 
326, 1, -, 134, 1, 003, 1099.5, 30, 29:45, 29:45, 1, 1102.25, 0, 1101.75, 0, OFR, -, -, 716, 
358, 1, -, 134, 2, 001, 1103.5, 15, 29:45, 29:45, 1, 1102.25, 0, 1101.75, 0, OFR, -, -, 717, 
359, 1, -, 8582, 2, 001, 1102.25, 15, 29:52, 29:52, 1, 1102.25, 0, 1101.75, 0, OFR, -, -, 718, 
340, 1, -, 4938, 1, 003, 1101.5, 20, 30:22, 30:22, 1, 1102.25, 0, 1101.75, 0, OFR, -, -, 719, 
360, 1, -, 4938, 1, 001, 1101.5, 30, 30:22, 30:22, 1, 1102.25, 0, 1101.75, 0, OFR, -, -, 720, 
361, 1, -, 3901, 2, 001, 1103.75, 15, 30:26, 30:26, 1, 1102.25, 0, 1101.75, 0, OFR, -, -, 721, 
342, 1, -, 9721, 1, 003, 1101.75, 15, 30:43, 30:43, 1, 1102.25, 0, 1101.75, 0, OFR, -, -, 722, 
362, 1, -, 9721, 1, 001, 1103.25, 10, 30:43, 30:43, 1, 1102.25, 0, 1103.25, 0, OFR, -, -, 723, 
362, 1, -, 9721, 1, 105, 1102.25, 5, 30:43, 30:43, 1, 1102.25, 0, 1103.25, 0, OFR, -, 52, 724, 
354, 1, -, 8274, 2, 105, 1102.25, 5, 30:43, 30:43, 2, 1102.25, 0, 1103.25, 0, OFR, -, 52, 725, 
362, 1, -, 9721, 1, 105, 1102.25, 5, 30:43, 30:43, 1, 1102.25, 0, 1101.75, 0, OFR, -, 53, 726, 
359, 1, -, 8582, 2, 105, 1102.25, 5, 30:43, 30:43, 1, 1102.25, 0, 1101.75, 0, OFR, -, 53, 727, 
341, 1, -, 9373, 1, 003, 1104, 15, 30:44, 30:44, 1, 1102.25, 0, 1101.75, 0, OFR, -, -, 728, 
363, 1, -, 9373, 1, 001, 1100.75, 5, 30:44, 30:44, 1, 1102.25, 0, 1101.75, 0, OFR, -, -, 729, 
309, 4, 3, 8274, 2, 002, 1103, 4, 30:59, 30:59, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 730, 
332, 3, 2, 8274, 2, 002, 1103.75, 4, 30:59, 30:59, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 731, 
333, 3, 2, 8274, 2, 002, 1103.5, 4, 30:59, 30:59, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 732, 
334, 3, 2, 8274, 2, 002, 1103.25, 4, 30:59, 30:59, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 733, 
352, 2, 1, 8274, 2, 002, 1102.75, 4, 30:59, 30:59, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 734, 
353, 2, 1, 8274, 2, 002, 1102.5, 4, 30:59, 30:59, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 735, 
357, 1, -, 8274, 1, 003, 1100.25, 5, 30:59, 30:59, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 736, 
370, 1, -, 8274, 2, 001, 1104, 4, 30:59, 30:59, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 737, 
371, 1, -, 8274, 1, 001, 1102, 5, 30:59, 30:59, 2, 1102.25, 0, 1102, 0, OFR, -, -, 738, 
343, 1, -, 350, 1, 003, 1102.75, 4, 32:1, 32:1, 1, 1102.25, 0, 1102, 0, OFR, -, -, 739, 
372, 1, -, 350, 1, 001, 1103.5, 5, 32:1, 32:1, 1, 1102.25, 0, 1103.5, 0, OFR, -, -, 740, 
372, 1, -, 350, 1, 105, 1102.25, 5, 32:1, 32:1, 1, 1102.25, 0, 1102, 0, OFR, -, 54, 741, 
359, 1, -, 8582, 2, 105, 1102.25, 5, 32:1, 32:1, 1, 1102.25, 0, 1102, 0, OFR, -, 54, 742, 
373, 1, -, 65, 1, 001, 1101.5, 16, 32:1, 32:1, 3, 1102.25, 0, 1102, 0, OFR, -, -, 743, 
374, 1, -, 198, 1, 001, 1100.75, 5, 32:11, 32:11, 1, 1102.25, 0, 1102, 0, OFR, -, -, 744, 
375, 1, -, 1797, 1, 001, 1103.5, 5, 33:20, 33:20, 1, 1102.25, 0, 1103.5, 0, OFR, -, -, 745, 
375, 1, -, 1797, 1, 105, 1102.25, 5, 33:20, 33:20, 1, 1102.5, 0, 1102, 0, OFR, -, 55, 746, 
359, 1, -, 8582, 2, 105, 1102.25, 5, 33:20, 33:20, 1, 1102.5, 0, 1102, 0, OFR, -, 55, 747, 
376, 1, -, 1619, 2, 001, 1104.75, 48, 33:29, 33:29, 3, 1102.5, 0, 1102, 0, OFR, -, -, 748, 
358, 1, -, 134, 1, 003, 1103.5, 15, 33:45, 33:45, 1, 1102.5, 0, 1102, 0, OFR, -, -, 749, 
377, 1, -, 134, 2, 001, 1103.25, 25, 33:45, 33:45, 1, 1102.5, 0, 1102, 0, OFR, -, -, 750, 
378, 1, -, 8582, 2, 001, 1101, 5, 33:48, 33:48, 1, 1101, 0, 1102, 0, OFR, -, -, 751, 
371, 1, -, 8274, 1, 105, 1102, 5, 33:48, 33:48, 2, 1102.5, 0, 1101.75, 0, OFR, -, 56, 752, 
378, 1, -, 8582, 2, 105, 1102, 5, 33:48, 33:48, 1, 1102.5, 0, 1101.75, 0, OFR, -, 56, 753, 
309, 5, 4, 8274, 2, 002, 1103, 5, 34:8, 34:8, 2, 1102.5, 0, 1101.75, 0, OFR, -, -, 754, 
332, 4, 3, 8274, 2, 002, 1103.75, 5, 34:8, 34:8, 2, 1102.5, 0, 1101.75, 0, OFR, -, -, 755, 
333, 4, 3, 8274, 2, 002, 1103.5, 5, 34:8, 34:8, 2, 1102.5, 0, 1101.75, 0, OFR, -, -, 756, 
334, 4, 3, 8274, 2, 002, 1103.25, 5, 34:8, 34:8, 2, 1102.5, 0, 1101.75, 0, OFR, -, -, 757, 
352, 3, 2, 8274, 2, 002, 1102.75, 5, 34:8, 34:8, 2, 1102.5, 0, 1101.75, 0, OFR, -, -, 758, 
353, 3, 2, 8274, 2, 002, 1102.5, 5, 34:8, 34:8, 2, 1102.5, 0, 1101.75, 0, OFR, -, -, 759, 
370, 1, -, 8274, 2, 003, 1104, 4, 34:8, 34:8, 2, 1102.5, 0, 1101.75, 0, OFR, -, -, 760, 
385, 1, -, 8274, 2, 001, 1102.25, 5, 34:8, 34:8, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 761, 
386, 1, -, 8274, 1, 001, 1100.25, 5, 34:8, 34:8, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 762, 
