ORDER ID, HON1, HON2, ACCOUNT, BUYSELL, FUNCCODE, PRICE, QUANTITY, TIME, CONFTIME, CTI, ASKPRICE, ASKQUANTITY, BIDPRICE, BIDQUANTITY, EXCHANGE, MAX SHOW FLAG, MATCH NUMBER, TRANSACTION ID, 
1, 2, 1, 8274, 2, 105, 1101.75, 2, 13:0, 13:0, 2, 1101.75, 0, 1100.75, 0, OFR, -, 8, 444, 
1, 2, 1, 8274, 2, 003, 1101.75, 2, 13:8, 13:8, 2, 1101.75, 0, 1100.75, 0, OFR, -, -, 445, 
8, 1, -, 8274, 1, 003, 1099.75, 5, 13:8, 13:8, 2, 1102, 0, 1100.75, 0, OFR, -, -, 446, 
9, 1, -, 8274, 1, 003, 1099.5, 5, 13:8, 13:8, 2, 1102, 0, 1100.75, 0, OFR, -, -, 447, 
10, 1, -, 8274, 1, 003, 1099.25, 5, 13:8, 13:8, 2, 1102, 0, 1100.75, 0, OFR, -, -, 448, 
221, 2, 1, 8274, 2, 002, 1102.75, 3, 13:8, 13:8, 2, 1102, 0, 1100.75, 0, OFR, -, -, 449, 
222, 2, 1, 8274, 2, 002, 1102.5, 3, 13:8, 13:8, 2, 1102, 0, 1100.75, 0, OFR, -, -, 450, 
223, 2, 1, 8274, 2, 002, 1102.25, 3, 13:8, 13:8, 2, 1102, 0, 1100.75, 0, OFR, -, -, 451, 
224, 2, 1, 8274, 2, 002, 1102, 3, 13:8, 13:8, 2, 1102, 0, 1100.75, 0, OFR, -, -, 452, 
235, 1, -, 8274, 2, 001, 1103.5, 3, 13:8, 13:8, 2, 1102, 0, 1100.75, 0, OFR, -, -, 453, 
236, 1, -, 8274, 2, 001, 1103.25, 3, 13:8, 13:8, 2, 1102, 0, 1100.75, 0, OFR, -, -, 454, 
237, 1, -, 8274, 2, 001, 1103, 3, 13:8, 13:8, 2, 1102, 0, 1100.75, 0, OFR, -, -, 455, 
238, 1, -, 8274, 1, 001, 1101.5, 5, 13:8, 13:8, 2, 1102, 0, 1101.5, 0, OFR, -, -, 456, 
239, 1, -, 8274, 1, 001, 1101.25, 5, 13:8, 13:8, 2, 1102, 0, 1101.5, 0, OFR, -, -, 457, 
240, 1, -, 8274, 1, 001, 1101, 5, 13:8, 13:8, 2, 1102, 0, 1101.5, 0, OFR, -, -, 458, 
210, 1, -, 350, 1, 003, 1098.5, 5, 13:27, 13:27, 1, 1102, 0, 1101.5, 0, OFR, -, -, 459, 
241, 1, -, 350, 2, 001, 1102.25, 15, 13:27, 13:27, 1, 1102, 0, 1101.5, 0, OFR, -, -, 460, 
209, 1, -, 3901, 1, 003, 1098.5, 5, 13:45, 13:45, 1, 1102, 0, 1101.5, 0, OFR, -, -, 461, 
242, 1, -, 3901, 1, 001, 1101.5, 15, 13:45, 13:45, 1, 1102, 0, 1101.5, 0, OFR, -, -, 462, 
211, 1, -, 134, 1, 003, 1099, 30, 13:52, 13:52, 1, 1102, 0, 1101.5, 0, OFR, -, -, 463, 
243, 1, -, 134, 1, 001, 1101, 15, 13:52, 13:52, 1, 1102, 0, 1101.5, 0, OFR, -, -, 464, 
212, 1, -, 8582, 1, 003, 1099.75, 25, 14:27, 14:27, 1, 1102, 0, 1101.5, 0, OFR, -, -, 465, 
244, 1, -, 8582, 2, 001, 1103.75, 30, 14:27, 14:27, 1, 1102, 0, 1101.5, 0, OFR, -, -, 466, 
214, 1, -, 4938, 1, 003, 1099.25, 10, 15:16, 15:16, 1, 1102, 0, 1101.5, 0, OFR, -, -, 467, 
245, 1, -, 4938, 1, 001, 1103, 5, 15:16, 15:16, 1, 1102, 0, 1103, 0, OFR, -, -, 468, 
245, 1, -, 4938, 1, 105, 1102, 3, 15:16, 15:16, 1, 1102.25, 0, 1103, 0, OFR, -, 9, 469, 
224, 2, 1, 8274, 2, 105, 1102, 3, 15:16, 15:16, 2, 1102.25, 0, 1103, 0, OFR, -, 9, 470, 
245, 1, -, 4938, 1, 105, 1102.25, 2, 15:16, 15:16, 1, 1102.25, 0, 1101.5, 0, OFR, -, 10, 471, 
215, 1, -, 1619, 2, 105, 1102.25, 2, 15:16, 15:16, 3, 1102.25, 0, 1101.5, 0, OFR, -, 10, 472, 
223, 2, 1, 8274, 2, 003, 1102.25, 3, 15:35, 15:35, 2, 1102.25, 0, 1101.5, 0, OFR, -, -, 473, 
227, 1, -, 8274, 1, 003, 1100.25, 5, 15:35, 15:35, 2, 1102.25, 0, 1101.5, 0, OFR, -, -, 474, 
228, 1, -, 8274, 1, 003, 1100, 5, 15:35, 15:35, 2, 1102.25, 0, 1101.5, 0, OFR, -, -, 475, 
246, 1, -, 8274, 2, 001, 1104, 3, 15:35, 15:35, 2, 1102.25, 0, 1101.5, 0, OFR, -, -, 476, 
247, 1, -, 8274, 2, 001, 1103.75, 3, 15:35, 15:35, 2, 1102.25, 0, 1101.5, 0, OFR, -, -, 477, 
248, 1, -, 8274, 1, 001, 1102, 5, 15:35, 15:35, 2, 1102.25, 0, 1102, 0, OFR, -, -, 478, 
249, 1, -, 8274, 1, 001, 1101.75, 5, 15:35, 15:35, 2, 1102.25, 0, 1102, 0, OFR, -, -, 479, 
217, 1, -, 9721, 1, 003, 1099, 10, 15:45, 15:45, 1, 1102.25, 0, 1102, 0, OFR, -, -, 480, 
250, 1, -, 9721, 2, 001, 1104.25, 30, 15:45, 15:45, 1, 1102.25, 0, 1102, 0, OFR, -, -, 481, 
251, 1, -, 9373, 1, 001, 1103.5, 15, 15:49, 15:49, 1, 1102.25, 0, 1103.5, 0, OFR, -, -, 482, 
251, 1, -, 9373, 1, 105, 1102.25, 15, 15:49, 15:49, 1, 1102.25, 0, 1102, 0, OFR, -, 11, 483, 
215, 1, -, 1619, 2, 105, 1102.25, 15, 15:49, 15:49, 3, 1102.25, 0, 1102, 0, OFR, -, 11, 484, 
252, 1, -, 1797, 2, 001, 1104, 15, 16:58, 16:58, 1, 1102.25, 0, 1102, 0, OFR, -, -, 485, 
253, 1, -, 198, 1, 001, 1103.5, 10, 16:59, 16:59, 1, 1102.25, 0, 1103.5, 0, OFR, -, -, 486, 
253, 1, -, 198, 1, 105, 1102.25, 7, 16:59, 16:59, 1, 1102.25, 0, 1103.5, 0, OFR, -, 12, 487, 
215, 1, -, 1619, 2, 105, 1102.25, 7, 16:59, 16:59, 3, 1102.25, 0, 1103.5, 0, OFR, -, 12, 488, 
253, 1, -, 198, 1, 105, 1102.25, 3, 16:59, 16:59, 1, 1102.25, 0, 1102, 0, OFR, -, 13, 489, 
241, 1, -, 350, 2, 105, 1102.25, 3, 16:59, 16:59, 1, 1102.25, 0, 1102, 0, OFR, -, 13, 490, 
241, 1, -, 350, 1, 003, 1102.25, 12, 17:3, 17:3, 1, 1102.25, 0, 1102, 0, OFR, -, -, 491, 
254, 1, -, 350, 2, 001, 1103, 15, 17:3, 17:3, 1, 1102.5, 0, 1102, 0, OFR, -, -, 492, 
242, 1, -, 3901, 1, 003, 1101.5, 15, 17:55, 17:55, 1, 1102.5, 0, 1102, 0, OFR, -, -, 493, 
255, 1, -, 3901, 1, 001, 1101, 30, 17:55, 17:55, 1, 1102.5, 0, 1102, 0, OFR, -, -, 494, 
243, 1, -, 134, 1, 003, 1101, 15, 17:59, 17:59, 1, 1102.5, 0, 1102, 0, OFR, -, -, 495, 
256, 1, -, 134, 2, 001, 1103, 10, 17:59, 17:59, 1, 1102.5, 0, 1102, 0, OFR, -, -, 496, 
244, 1, -, 8582, 1, 003, 1103.75, 30, 18:9, 18:9, 1, 1102.5, 0, 1102, 0, OFR, -, -, 497, 
257, 1, -, 8582, 2, 001, 1102.5, 30, 18:9, 18:9, 1, 1102.5, 0, 1102, 0, OFR, -, -, 498, 
258, 1, -, 4938, 1, 001, 1102, 15, 19:14, 19:14, 1, 1102.5, 0, 1102, 0, OFR, -, -, 499, 
259, 1, -, 9373, 1, 001, 1103.5, 30, 19:31, 19:31, 1, 1102.5, 0, 1103.5, 0, OFR, -, -, 500, 
259, 1, -, 9373, 1, 105, 1102.5, 4, 19:31, 19:31, 1, 1102.5, 0, 1103.5, 0, OFR, -, 14, 501, 
213, 1, -, 65, 2, 105, 1102.5, 4, 19:31, 19:31, 3, 1102.5, 0, 1103.5, 0, OFR, -, 14, 502, 
259, 1, -, 9373, 1, 105, 1102.5, 3, 19:31, 19:31, 1, 1102.5, 0, 1103.5, 0, OFR, -, 15, 503, 
222, 2, 1, 8274, 2, 105, 1102.5, 3, 19:31, 19:31, 2, 1102.5, 0, 1103.5, 0, OFR, -, 15, 504, 
259, 1, -, 9373, 1, 105, 1102.5, 23, 19:31, 19:31, 1, 1102.5, 0, 1102, 0, OFR, -, 16, 505, 
257, 1, -, 8582, 2, 105, 1102.5, 23, 19:31, 19:31, 1, 1102.5, 0, 1102, 0, OFR, -, 16, 506, 
250, 1, -, 9721, 1, 003, 1104.25, 30, 19:34, 19:34, 1, 1102.5, 0, 1102, 0, OFR, -, -, 507, 
260, 1, -, 9721, 1, 001, 1101.5, 5, 19:34, 19:34, 1, 1102.5, 0, 1102, 0, OFR, -, -, 508, 
226, 1, -, 8274, 1, 003, 1100.5, 5, 19:46, 19:46, 2, 1102.5, 0, 1102, 0, OFR, -, -, 509, 
261, 1, -, 8274, 2, 001, 1104.25, 3, 19:46, 19:46, 2, 1102.5, 0, 1102, 0, OFR, -, -, 510, 
262, 1, -, 8274, 1, 001, 1102.25, 5, 19:46, 19:46, 2, 1102.5, 0, 1102.25, 0, OFR, -, -, 511, 
254, 1, -, 350, 1, 003, 1103, 15, 20:45, 20:45, 1, 1102.5, 0, 1102.25, 0, OFR, -, -, 512, 
263, 1, -, 350, 1, 001, 1100.5, 30, 20:45, 20:45, 1, 1102.5, 0, 1102.25, 0, OFR, -, -, 513, 
264, 1, -, 198, 1, 001, 1101.75, 10, 20:57, 20:57, 1, 1102.5, 0, 1102.25, 0, OFR, -, -, 514, 
252, 1, -, 1797, 1, 003, 1104, 15, 21:18, 21:18, 1, 1102.5, 0, 1102.25, 0, OFR, -, -, 515, 
265, 1, -, 1797, 1, 001, 1103.75, 10, 21:18, 21:18, 1, 1102.5, 0, 1103.75, 0, OFR, -, -, 516, 
265, 1, -, 1797, 1, 105, 1102.5, 7, 21:18, 21:18, 1, 1102.75, 0, 1103.75, 0, OFR, -, 17, 517, 
257, 1, -, 8582, 2, 105, 1102.5, 7, 21:18, 21:18, 1, 1102.75, 0, 1103.75, 0, OFR, -, 17, 518, 
265, 1, -, 1797, 1, 105, 1102.75, 3, 21:18, 21:18, 1, 1103, 0, 1102.25, 0, OFR, -, 18, 519, 
221, 2, 1, 8274, 2, 105, 1102.75, 3, 21:18, 21:18, 2, 1103, 0, 1102.25, 0, OFR, -, 18, 520, 
225, 1, -, 8274, 1, 003, 1100.75, 5, 21:31, 21:31, 2, 1103, 0, 1102.25, 0, OFR, -, -, 521, 
235, 2, 1, 8274, 2, 002, 1103.5, 2, 21:31, 21:31, 2, 1103, 0, 1102.25, 0, OFR, -, -, 522, 
236, 2, 1, 8274, 2, 002, 1103.25, 2, 21:31, 21:31, 2, 1103, 0, 1102.25, 0, OFR, -, -, 523, 
237, 2, 1, 8274, 2, 002, 1103, 2, 21:31, 21:31, 2, 1103, 0, 1102.25, 0, OFR, -, -, 524, 
246, 2, 1, 8274, 2, 002, 1104, 2, 21:31, 21:31, 2, 1103, 0, 1102.25, 0, OFR, -, -, 525, 
247, 2, 1, 8274, 2, 002, 1103.75, 2, 21:31, 21:31, 2, 1103, 0, 1102.25, 0, OFR, -, -, 526, 
261, 2, 1, 8274, 2, 002, 1104.25, 2, 21:31, 21:31, 2, 1103, 0, 1102.25, 0, OFR, -, -, 527, 
272, 1, -, 8274, 2, 001, 1104.5, 2, 21:31, 21:31, 2, 1103, 0, 1102.25, 0, OFR, -, -, 528, 
273, 1, -, 8274, 1, 001, 1102.5, 5, 21:31, 21:31, 2, 1103, 0, 1102.5, 0, OFR, -, -, 529, 
274, 1, -, 8582, 1, 001, 1104, 5, 21:55, 21:55, 1, 1103, 0, 1104, 0, OFR, -, -, 530, 
274, 1, -, 8582, 1, 105, 1103, 5, 21:55, 21:55, 1, 1103, 0, 1102.5, 0, OFR, -, 19, 531, 
256, 1, -, 134, 2, 105, 1103, 5, 21:55, 21:55, 1, 1103, 0, 1102.5, 0, OFR, -, 19, 532, 
256, 1, -, 134, 1, 003, 1103, 5, 22:0, 22:0, 1, 1103, 0, 1102.5, 0, OFR, -, -, 533, 
275, 1, -, 134, 1, 001, 1102, 5, 22:0, 22:0, 1, 1103, 0, 1102.5, 0, OFR, -, -, 534, 
255, 1, -, 3901, 1, 003, 1101, 30, 22:5, 22:5, 1, 1103, 0, 1102.5, 0, OFR, -, -, 535, 
276, 1, -, 3901, 1, 001, 1104.25, 25, 22:5, 22:5, 1, 1103, 0, 1104.25, 0, OFR, -, -, 536, 
276, 1, -, 3901, 1, 105, 1103, 2, 22:5, 22:5, 1, 1103.25, 0, 1104.25, 0, OFR, -, 20, 537, 
237, 2, 1, 8274, 2, 105, 1103, 2, 22:5, 22:5, 2, 1103.25, 0, 1104.25, 0, OFR, -, 20, 538, 
276, 1, -, 3901, 1, 105, 1103.25, 2, 22:5, 22:5, 1, 1103.5, 0, 1104.25, 0, OFR, -, 21, 539, 
236, 2, 1, 8274, 2, 105, 1103.25, 2, 22:5, 22:5, 2, 1103.5, 0, 1104.25, 0, OFR, -, 21, 540, 
276, 1, -, 3901, 1, 105, 1103.5, 2, 22:5, 22:5, 1, 1103.75, 0, 1104.25, 0, OFR, -, 22, 541, 
235, 2, 1, 8274, 2, 105, 1103.5, 2, 22:5, 22:5, 2, 1103.75, 0, 1104.25, 0, OFR, -, 22, 542, 
276, 1, -, 3901, 1, 105, 1103.75, 2, 22:5, 22:5, 1, 1104, 0, 1104.25, 0, OFR, -, 23, 543, 
247, 2, 1, 8274, 2, 105, 1103.75, 2, 22:5, 22:5, 2, 1104, 0, 1104.25, 0, OFR, -, 23, 544, 
276, 1, -, 3901, 1, 105, 1104, 2, 22:5, 22:5, 1, 1104.25, 0, 1104.25, 0, OFR, -, 24, 545, 
246, 2, 1, 8274, 2, 105, 1104, 2, 22:5, 22:5, 2, 1104.25, 0, 1104.25, 0, OFR, -, 24, 546, 
276, 1, -, 3901, 1, 105, 1104.25, 2, 22:5, 22:5, 1, 1104.5, 0, 1104.25, 0, OFR, -, 25, 547, 
261, 2, 1, 8274, 2, 105, 1104.25, 2, 22:5, 22:5, 2, 1104.5, 0, 1104.25, 0, OFR, -, 25, 548, 
238, 1, -, 8274, 1, 003, 1101.5, 5, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 549, 
239, 1, -, 8274, 1, 003, 1101.25, 5, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 550, 
240, 1, -, 8274, 1, 003, 1101, 5, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 551, 
248, 1, -, 8274, 1, 003, 1102, 5, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 552, 
249, 1, -, 8274, 1, 003, 1101.75, 5, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 553, 
262, 1, -, 8274, 1, 003, 1102.25, 5, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 554, 
272, 2, 1, 8274, 2, 002, 1104.5, 1, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 555, 
278, 1, -, 8274, 2, 001, 1106, 1, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 556, 
279, 1, -, 8274, 2, 001, 1105.75, 1, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 557, 
280, 1, -, 8274, 2, 001, 1105.5, 1, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 558, 
281, 1, -, 8274, 2, 001, 1105.25, 1, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 559, 
282, 1, -, 8274, 2, 001, 1105, 1, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 560, 
283, 1, -, 8274, 2, 001, 1104.75, 1, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 561, 
284, 1, -, 8274, 1, 001, 1104, 5, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 562, 
285, 1, -, 8274, 1, 001, 1103.75, 5, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 563, 
286, 1, -, 8274, 1, 001, 1103.5, 5, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 564, 
287, 1, -, 8274, 1, 001, 1103.25, 5, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 565, 
288, 1, -, 8274, 1, 001, 1103, 5, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 566, 
289, 1, -, 8274, 1, 001, 1102.75, 5, 22:14, 22:14, 2, 1104.5, 0, 1104.25, 0, OFR, -, -, 567, 
258, 1, -, 4938, 1, 003, 1102, 15, 23:4, 23:4, 1, 1104.5, 0, 1104.25, 0, OFR, -, -, 568, 
290, 1, -, 4938, 2, 001, 1103, 30, 23:4, 23:4, 1, 1103, 0, 1104.25, 0, OFR, -, -, 569, 
276, 1, -, 3901, 1, 105, 1104.25, 13, 23:4, 23:4, 1, 1103, 0, 1104, 0, OFR, -, 26, 570, 
290, 1, -, 4938, 2, 105, 1104.25, 13, 23:4, 23:4, 1, 1103, 0, 1104, 0, OFR, -, 26, 571, 
284, 1, -, 8274, 1, 105, 1104, 5, 23:4, 23:4, 2, 1103, 0, 1103.75, 0, OFR, -, 27, 572, 
290, 1, -, 4938, 2, 105, 1104, 5, 23:4, 23:4, 1, 1103, 0, 1103.75, 0, OFR, -, 27, 573, 
285, 1, -, 8274, 1, 105, 1103.75, 5, 23:4, 23:4, 2, 1103, 0, 1103.5, 0, OFR, -, 28, 574, 
290, 1, -, 4938, 2, 105, 1103.75, 5, 23:4, 23:4, 1, 1103, 0, 1103.5, 0, OFR, -, 28, 575, 
286, 1, -, 8274, 1, 105, 1103.5, 5, 23:4, 23:4, 2, 1103, 0, 1103.25, 0, OFR, -, 29, 576, 
290, 1, -, 4938, 2, 105, 1103.5, 5, 23:4, 23:4, 1, 1103, 0, 1103.25, 0, OFR, -, 29, 577, 
287, 1, -, 8274, 1, 105, 1103.25, 2, 23:4, 23:4, 2, 1104.5, 0, 1103.25, 0, OFR, -, 30, 578, 
290, 1, -, 4938, 2, 105, 1103.25, 2, 23:4, 23:4, 1, 1104.5, 0, 1103.25, 0, OFR, -, 30, 579, 
272, 3, 2, 8274, 2, 002, 1104.5, 3, 23:16, 23:16, 2, 1104.5, 0, 1103.25, 0, OFR, -, -, 580, 
278, 1, -, 8274, 2, 003, 1106, 1, 23:16, 23:16, 2, 1104.5, 0, 1103.25, 0, OFR, -, -, 581, 
279, 1, -, 8274, 2, 003, 1105.75, 1, 23:16, 23:16, 2, 1104.5, 0, 1103.25, 0, OFR, -, -, 582, 
280, 1, -, 8274, 2, 003, 1105.5, 1, 23:16, 23:16, 2, 1104.5, 0, 1103.25, 0, OFR, -, -, 583, 
281, 1, -, 8274, 2, 003, 1105.25, 1, 23:16, 23:16, 2, 1104.5, 0, 1103.25, 0, OFR, -, -, 584, 
282, 2, 1, 8274, 2, 002, 1105, 3, 23:16, 23:16, 2, 1104.5, 0, 1103.25, 0, OFR, -, -, 585, 
283, 2, 1, 8274, 2, 002, 1104.75, 3, 23:16, 23:16, 2, 1104.5, 0, 1103.25, 0, OFR, -, -, 586, 
287, 1, -, 8274, 1, 003, 1103.25, 3, 23:16, 23:16, 2, 1104.5, 0, 1103.25, 0, OFR, -, -, 587, 
294, 1, -, 8274, 2, 001, 1104.25, 3, 23:16, 23:16, 2, 1104.25, 0, 1103, 0, OFR, -, -, 588, 
295, 1, -, 8274, 2, 001, 1104, 3, 23:16, 23:16, 2, 1104, 0, 1103, 0, OFR, -, -, 589, 
296, 1, -, 8274, 2, 001, 1103.75, 3, 23:16, 23:16, 2, 1103.75, 0, 1103, 0, OFR, -, -, 590, 
297, 1, -, 8274, 2, 001, 1103.5, 3, 23:16, 23:16, 2, 1103.5, 0, 1103, 0, OFR, -, -, 591, 
298, 1, -, 8274, 1, 001, 1102.25, 5, 23:16, 23:16, 2, 1103.5, 0, 1103, 0, OFR, -, -, 592, 
299, 1, -, 8274, 1, 001, 1102, 5, 23:16, 23:16, 2, 1103.5, 0, 1103, 0, OFR, -, -, 593, 
300, 1, -, 8274, 1, 001, 1101.75, 5, 23:16, 23:16, 2, 1103.5, 0, 1103, 0, OFR, -, -, 594, 
301, 1, -, 8274, 1, 001, 1101.5, 5, 23:16, 23:16, 2, 1103.5, 0, 1103, 0, OFR, -, -, 595, 
302, 1, -, 9373, 2, 001, 1103.5, 25, 23:25, 23:25, 1, 1103.5, 0, 1103, 0, OFR, -, -, 596, 
260, 1, -, 9721, 1, 003, 1101.5, 5, 23:28, 23:28, 1, 1103.5, 0, 1103, 0, OFR, -, -, 597, 
303, 1, -, 9721, 1, 001, 1100.75, 5, 23:28, 23:28, 1, 1103.5, 0, 1103, 0, OFR, -, -, 598, 
263, 1, -, 350, 1, 003, 1100.5, 30, 24:35, 24:35, 1, 1103.5, 0, 1103, 0, OFR, -, -, 599, 
304, 1, -, 350, 2, 001, 1102, 30, 24:35, 24:35, 1, 1102, 0, 1103, 0, OFR, -, -, 600, 
288, 1, -, 8274, 1, 105, 1103, 5, 24:35, 24:35, 2, 1102, 0, 1102.75, 0, OFR, -, 31, 601, 
304, 1, -, 350, 2, 105, 1103, 5, 24:35, 24:35, 1, 1102, 0, 1102.75, 0, OFR, -, 31, 602, 
289, 1, -, 8274, 1, 105, 1102.75, 5, 24:35, 24:35, 2, 1102, 0, 1102.5, 0, OFR, -, 32, 603, 
304, 1, -, 350, 2, 105, 1102.75, 5, 24:35, 24:35, 1, 1102, 0, 1102.5, 0, OFR, -, 32, 604, 
273, 1, -, 8274, 1, 105, 1102.5, 5, 24:35, 24:35, 2, 1102, 0, 1102.25, 0, OFR, -, 33, 605, 
304, 1, -, 350, 2, 105, 1102.5, 5, 24:35, 24:35, 1, 1102, 0, 1102.25, 0, OFR, -, 33, 606, 
298, 1, -, 8274, 1, 105, 1102.25, 5, 24:35, 24:35, 2, 1102, 0, 1102, 0, OFR, -, 34, 607, 
304, 1, -, 350, 2, 105, 1102.25, 5, 24:35, 24:35, 1, 1102, 0, 1102, 0, OFR, -, 34, 608, 
299, 1, -, 8274, 1, 105, 1102, 5, 24:35, 24:35, 2, 1102, 0, 1102, 0, OFR, -, 35, 609, 
304, 1, -, 350, 2, 105, 1102, 5, 24:35, 24:35, 1, 1102, 0, 1102, 0, OFR, -, 35, 610, 
275, 1, -, 134, 1, 105, 1102, 5, 24:35, 24:35, 1, 1103.5, 0, 1101.75, 0, OFR, -, 36, 611, 
304, 1, -, 350, 2, 105, 1102, 5, 24:35, 24:35, 1, 1103.5, 0, 1101.75, 0, OFR, -, 36, 612, 
264, 1, -, 198, 1, 003, 1101.75, 10, 24:41, 24:41, 1, 1103.5, 0, 1101.75, 0, OFR, -, -, 613, 
305, 1, -, 198, 1, 001, 1101.25, 30, 24:41, 24:41, 1, 1103.5, 0, 1101.75, 0, OFR, -, -, 614, 
272, 3, 2, 8274, 2, 003, 1104.5, 3, 24:41, 24:41, 2, 1103.5, 0, 1101.75, 0, OFR, -, -, 615, 
282, 2, 1, 8274, 2, 003, 1105, 3, 24:41, 24:41, 2, 1103.5, 0, 1101.75, 0, OFR, -, -, 616, 
283, 2, 1, 8274, 2, 003, 1104.75, 3, 24:41, 24:41, 2, 1103.5, 0, 1101.75, 0, OFR, -, -, 617, 
294, 1, -, 8274, 2, 003, 1104.25, 3, 24:41, 24:41, 2, 1103.5, 0, 1101.75, 0, OFR, -, -, 618, 
295, 1, -, 8274, 2, 003, 1104, 3, 24:41, 24:41, 2, 1103.5, 0, 1101.75, 0, OFR, -, -, 619, 
296, 2, 1, 8274, 2, 002, 1103.75, 5, 24:41, 24:41, 2, 1103.5, 0, 1101.75, 0, OFR, -, -, 620, 
297, 2, 1, 8274, 2, 002, 1103.5, 5, 24:41, 24:41, 2, 1103.5, 0, 1101.75, 0, OFR, -, -, 621, 
308, 1, -, 8274, 2, 001, 1103.25, 5, 24:41, 24:41, 2, 1103.25, 0, 1101.75, 0, OFR, -, -, 622, 
309, 1, -, 8274, 2, 001, 1103, 5, 24:41, 24:41, 2, 1103, 0, 1101.75, 0, OFR, -, -, 623, 
310, 1, -, 8274, 2, 001, 1102.75, 5, 24:41, 24:41, 2, 1102.75, 0, 1101.75, 0, OFR, -, -, 624, 
311, 1, -, 8274, 2, 001, 1102.5, 5, 24:41, 24:41, 2, 1102.5, 0, 1101.75, 0, OFR, -, -, 625, 
312, 1, -, 8274, 2, 001, 1102.25, 5, 24:41, 24:41, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 626, 
313, 1, -, 8274, 1, 001, 1101.25, 5, 24:41, 24:41, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 627, 
314, 1, -, 8274, 1, 001, 1101, 5, 24:41, 24:41, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 628, 
315, 1, -, 8274, 1, 001, 1100.75, 5, 24:41, 24:41, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 629, 
316, 1, -, 8274, 1, 001, 1100.5, 5, 24:41, 24:41, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 630, 
317, 1, -, 8274, 1, 001, 1100.25, 5, 24:41, 24:41, 2, 1102.25, 0, 1101.75, 0, OFR, -, -, 631, 
318, 1, -, 1797, 2, 001, 1100.75, 30, 25:19, 25:19, 1, 1100.75, 0, 1101.75, 0, OFR, -, -, 632, 
300, 1, -, 8274, 1, 105, 1101.75, 5, 25:19, 25:19, 2, 1100.75, 0, 1101.5, 0, OFR, -, 37, 633, 
318, 1, -, 1797, 2, 105, 1101.75, 5, 25:19, 25:19, 1, 1100.75, 0, 1101.5, 0, OFR, -, 37, 634, 
301, 1, -, 8274, 1, 105, 1101.5, 5, 25:19, 25:19, 2, 1100.75, 0, 1101.25, 0, OFR, -, 38, 635, 
318, 1, -, 1797, 2, 105, 1101.5, 5, 25:19, 25:19, 1, 1100.75, 0, 1101.25, 0, OFR, -, 38, 636, 
313, 1, -, 8274, 1, 105, 1101.25, 5, 25:19, 25:19, 2, 1100.75, 0, 1101.25, 0, OFR, -, 39, 637, 
318, 1, -, 1797, 2, 105, 1101.25, 5, 25:19, 25:19, 1, 1100.75, 0, 1101.25, 0, OFR, -, 39, 638, 
305, 1, -, 198, 1, 105, 1101.25, 15, 25:19, 25:19, 1, 1102.25, 0, 1101.25, 0, OFR, -, 40, 639, 
318, 1, -, 1797, 2, 105, 1101.25, 15, 25:19, 25:19, 1, 1102.25, 0, 1101.25, 0, OFR, -, 40, 640, 
296, 2, 1, 8274, 2, 003, 1103.75, 5, 25:23, 25:23, 2, 1102.25, 0, 1101.25, 0, OFR, -, -, 641, 
297, 2, 1, 8274, 2, 003, 1103.5, 5, 25:23, 25:23, 2, 1102.25, 0, 1101.25, 0, OFR, -, -, 642, 
308, 1, -, 8274, 2, 003, 1103.25, 5, 25:23, 25:23, 2, 1102.25, 0, 1101.25, 0, OFR, -, -, 643, 
319, 1, -, 8274, 2, 001, 1102, 5, 25:23, 25:23, 2, 1102, 0, 1101.25, 0, OFR, -, -, 644, 
